product_id,date,daily_units,moving_avg_7d
P0013,2025-09-05,74,72.71
P0013,2025-09-06,76,72.43
P0013,2025-09-07,94,74.14
P0013,2025-09-08,67,72.14
P0013,2025-09-09,59,72.29
P0013,2025-09-10,74,72.86
P0013,2025-09-11,84,75.43
P0013,2025-09-12,90,77.71
P0013,2025-09-13,93,80.14
P0013,2025-09-14,98,80.71
P0013,2025-09-15,66,80.57
P0013,2025-09-16,85,84.29
P0013,2025-09-17,72,84.0
P0013,2025-09-18,54,79.71
P0013,2025-09-19,80,78.29
P0013,2025-09-20,89,77.71
P0013,2025-09-21,100,78.0
P0013,2025-09-22,83,80.43
P0013,2025-09-23,65,77.57
P0013,2025-09-24,76,78.14
P0013,2025-09-25,75,81.14
P0013,2025-09-26,83,81.57
P0013,2025-09-27,91,81.86
P0013,2025-09-28,90,80.43
P0013,2025-09-29,67,78.14
P0013,2025-09-30,70,78.86
P0013,2025-10-01,65,77.29
P0013,2025-10-02,68,76.29
P0013,2025-10-03,92,77.57
P0013,2025-10-04,75,75.29
P0013,2025-10-05,75,73.14
P0013,2025-10-06,81,75.14
P0013,2025-10-07,66,74.57
P0013,2025-10-08,69,75.14
P0013,2025-10-09,69,75.29
P0013,2025-10-10,94,75.57
P0013,2025-10-11,94,78.29
P0013,2025-10-12,86,79.86
P0013,2025-10-13,87,80.71
P0013,2025-10-14,63,80.29
P0013,2025-10-15,62,79.29
P0013,2025-10-16,81,81.0
P0013,2025-10-17,90,80.43
P0013,2025-10-18,91,80.0
P0013,2025-10-19,85,79.86
P0013,2025-10-20,72,77.71
P0013,2025-10-21,57,76.86
P0013,2025-10-22,74,78.57
P0013,2025-10-23,80,78.43
P0013,2025-10-24,97,79.43
P0013,2025-10-25,86,78.71
P0013,2025-10-26,86,78.86
P0013,2025-10-27,66,78.0
P0013,2025-10-28,78,81.0
P0013,2025-10-29,77,81.43
P0013,2025-10-30,71,80.14
P0013,2025-10-31,91,79.29
P0013,2025-11-01,135,86.29
P0013,2025-11-02,145,94.71
P0013,2025-11-03,125,103.14
P0013,2025-11-04,122,109.43
P0013,2025-11-05,100,112.71
P0013,2025-11-06,121,119.86
P0013,2025-11-07,142,127.14
P0013,2025-11-08,132,126.71
P0013,2025-11-09,141,126.14
P0013,2025-11-10,119,125.29
P0013,2025-11-11,104,122.71
P0013,2025-11-12,108,123.86
P0013,2025-11-13,93,119.86
P0013,2025-11-14,144,120.14
P0013,2025-11-15,128,119.57
P0013,2025-11-16,137,119.0
P0013,2025-11-17,95,115.57
P0013,2025-11-18,88,113.29
P0013,2025-11-19,88,110.43
P0013,2025-11-20,108,112.57
P0013,2025-11-21,125,109.86
P0013,2025-11-22,133,110.57
P0013,2025-11-23,120,108.14
P0013,2025-11-24,110,110.29
P0013,2025-11-25,116,114.29
P0013,2025-11-26,95,115.29
P0013,2025-11-27,118,116.71
P0013,2025-11-28,134,118.0
P0013,2025-11-29,121,116.29
P0013,2025-11-30,139,119.0
P0013,2025-12-01,98,117.29
P0013,2025-12-02,88,113.29
P0013,2025-12-03,104,114.57
P0013,2025-12-04,109,113.29
P0013,2025-12-05,121,111.43
P0013,2025-12-06,131,112.86
P0013,2025-12-07,132,111.86
P0013,2025-12-08,106,113.0
P0013,2025-12-09,106,115.57
P0013,2025-12-10,119,117.71
P0013,2025-12-11,100,116.43
P0013,2025-12-12,129,117.57
P0013,2025-12-13,149,120.14
P0013,2025-12-14,143,121.71
P0013,2025-12-15,103,121.29
P0013,2025-12-16,113,122.29
P0013,2025-12-17,126,123.29
P0013,2025-12-18,105,124.0
P0013,2025-12-19,158,128.14
P0013,2025-12-20,146,127.71
P0013,2025-12-21,125,125.14
P0013,2025-12-22,110,126.14
P0013,2025-12-23,102,124.57
P0013,2025-12-24,95,120.14
P0013,2025-12-25,111,121.0
P0013,2025-12-26,115,114.86
P0013,2025-12-27,117,110.71
P0013,2025-12-28,119,109.86
P0013,2025-12-29,105,109.14
P0013,2025-12-30,105,109.57
P0013,2025-12-31,107,111.29
P0013,2026-01-01,53,103.0
P0013,2026-01-02,74,97.14
P0013,2026-01-03,69,90.29
P0013,2026-01-04,68,83.0
P0013,2026-01-05,65,77.29
P0013,2026-01-06,54,70.0
P0013,2026-01-07,50,61.86
P0013,2026-01-08,61,63.0
P0013,2026-01-09,74,63.0
P0013,2026-01-10,81,64.71
P0013,2026-01-11,61,63.71
P0013,2026-01-12,49,61.43
P0013,2026-01-13,62,62.57
P0013,2026-01-14,65,64.71
P0013,2026-01-15,56,64.0
P0013,2026-01-16,88,66.0
P0013,2026-01-17,75,65.14
P0013,2026-01-18,80,67.86
P0013,2026-01-19,57,69.0
P0013,2026-01-20,72,70.43
P0013,2026-01-21,58,69.43
P0013,2026-01-22,56,69.43
P0013,2026-01-23,68,66.57
P0013,2026-01-24,81,67.43
P0013,2026-01-25,71,66.14
P0013,2026-01-26,44,64.29
P0013,2026-01-27,62,62.86
P0013,2026-01-28,63,63.57
P0013,2026-01-29,62,64.43
P0013,2026-01-30,70,64.71
P0013,2026-01-31,88,65.71
P0013,2026-02-01,53,63.14
P0013,2026-02-02,65,66.14
P0013,2026-02-03,62,66.14
P0013,2026-02-04,40,62.86
P0013,2026-02-05,60,62.57
P0013,2026-02-06,76,63.43
P0013,2026-02-07,87,63.29
P0013,2026-02-08,64,64.86
P0013,2026-02-09,56,63.57
P0013,2026-02-10,63,63.71
P0013,2026-02-11,52,65.43
P0013,2026-02-12,63,65.86
P0013,2026-02-13,67,64.57
P0013,2026-02-14,76,63.0
P0013,2026-02-15,78,65.0
P0013,2026-02-16,56,65.0
P0013,2026-02-17,52,63.43
P0013,2026-02-18,63,65.0
P0013,2026-02-19,56,64.0
P0013,2026-02-20,55,62.29
P0013,2026-02-21,76,62.29
P0013,2026-02-22,60,59.71
P0013,2026-02-23,42,57.71
P0013,2026-02-24,59,58.71
P0013,2026-02-25,57,57.86
P0013,2026-02-26,52,57.29
P0013,2026-02-27,74,60.0
P0013,2026-02-28,80,60.57
P0013,2026-03-01,87,64.43
P0013,2026-03-02,56,66.43
P0013,2026-03-03,87,70.43
P0013,2026-03-04,79,73.57
P0013,2026-03-05,76,77.0
P0013,2026-03-06,83,78.29
P0013,2026-03-07,88,79.43
P0013,2026-03-08,93,80.29
P0013,2026-03-09,59,80.71
P0013,2026-03-10,57,76.43
P0013,2026-03-11,71,75.29
P0013,2026-03-12,85,76.57
P0013,2026-03-13,83,76.57
P0013,2026-03-14,91,77.0
P0013,2026-03-15,79,75.0
P0013,2026-03-16,78,77.71
P0013,2026-03-17,78,80.71
P0013,2026-03-18,57,78.71
P0013,2026-03-19,70,76.57
P0013,2026-03-20,94,78.14
P0013,2026-03-21,83,77.0
P0013,2026-03-22,81,77.29
P0013,2026-03-23,71,76.29
P0013,2026-03-24,65,74.43
P0013,2026-03-25,68,76.0
P0013,2026-03-26,65,75.29
P0013,2026-03-27,69,71.71
P0013,2026-03-28,88,72.43
P0013,2026-03-29,89,73.57
P0013,2026-03-30,54,71.14
P0013,2026-03-31,68,71.57
P0013,2026-04-01,74,72.43
P0013,2026-04-02,75,73.86
P0013,2026-04-03,100,78.29
P0013,2026-04-04,93,79.0
P0013,2026-04-05,101,80.71
P0013,2026-04-06,85,85.14
P0013,2026-04-07,70,85.43
P0013,2026-04-08,68,84.57
P0013,2026-04-09,72,84.14
P0013,2026-04-10,95,83.43
P0013,2026-04-11,78,81.29
P0013,2026-04-12,85,79.0
P0013,2026-04-13,65,76.14
P0013,2026-04-14,72,76.43
P0013,2026-04-15,55,74.57
P0013,2026-04-16,82,76.0
P0013,2026-04-17,92,75.57
P0013,2026-04-18,94,77.86
P0013,2026-04-19,87,78.14
P0013,2026-04-20,73,79.29
P0013,2026-04-21,59,77.43
P0013,2026-04-22,47,76.29
P0013,2026-04-23,64,73.71
P0013,2026-04-24,91,73.57
P0013,2026-04-25,73,70.57
P0013,2026-04-26,69,68.0
P0013,2026-04-27,63,66.57
P0013,2026-04-28,79,69.43
P0013,2026-04-29,71,72.86
P0013,2026-04-30,72,74.0
P0013,2026-05-01,88,73.57
P0013,2026-05-02,83,75.0
P0013,2026-05-03,87,77.57
P0013,2026-05-04,78,79.71
P0013,2026-05-05,62,77.29
P0013,2026-05-06,77,78.14
P0013,2026-05-07,68,77.57
P0013,2026-05-08,100,79.29
P0013,2026-05-09,89,80.14
P0013,2026-05-10,79,79.0
P0013,2026-05-11,63,76.86
P0013,2026-05-12,58,76.29
P0013,2026-05-13,64,74.43
P0013,2026-05-14,59,73.14
P0013,2026-05-15,90,71.71
P0013,2026-05-16,78,70.14
P0013,2026-05-17,92,72.0
P0013,2026-05-18,62,71.86
P0013,2026-05-19,70,73.57
P0013,2026-05-20,76,75.29
P0013,2026-05-21,59,75.29
P0013,2026-05-22,98,76.43
P0013,2026-05-23,85,77.43
P0013,2026-05-24,90,77.14
P0013,2026-05-25,70,78.29
P0013,2026-05-26,54,76.0
P0013,2026-05-27,65,74.43
P0013,2026-05-28,75,76.71
P0013,2026-05-29,74,73.29
P0013,2026-05-30,86,73.43
P0013,2026-05-31,91,73.57
P0013,2026-06-01,58,71.86
P0013,2026-06-02,72,74.43
P0013,2026-06-03,73,75.57
P0013,2026-06-04,73,75.29
P0013,2026-06-05,86,77.0
P0013,2026-06-06,85,76.86
P0013,2026-06-07,77,74.86
P0013,2026-06-08,60,75.14
P0013,2026-06-09,80,76.29
P0013,2026-06-10,54,73.57
P0013,2026-06-11,74,73.71
P0013,2026-06-12,78,72.57
P0013,2026-06-13,87,72.86
P0013,2026-06-14,86,74.14
P0013,2026-06-15,65,74.86
P0013,2026-06-16,62,72.29
P0013,2026-06-17,67,74.14
P0013,2026-06-18,79,74.86
P0013,2026-06-19,75,74.43
P0013,2026-06-20,86,74.29
P0013,2026-06-21,94,75.43
P0013,2026-06-22,65,75.43
P0013,2026-06-23,63,75.57
P0013,2026-06-24,71,76.14
P0013,2026-06-25,67,74.43
P0013,2026-06-26,89,76.43
P0013,2026-06-27,77,75.14
P0013,2026-06-28,91,74.71
P0013,2026-06-29,73,75.86
P0013,2026-06-30,63,75.86
P0013,2026-07-01,72,76.0
P0013,2026-07-02,76,77.29
P0013,2026-07-03,90,77.43
P0013,2026-07-04,85,78.57
P0013,2026-07-05,68,75.29
P0013,2026-07-06,62,73.71
P0013,2026-07-07,81,76.29
P0013,2026-07-08,65,75.29
P0013,2026-07-09,65,73.71
P0013,2026-07-10,76,71.71
P0013,2026-07-11,92,72.71
P0013,2026-07-12,96,76.71
P0013,2026-07-13,72,78.14
P0013,2026-07-14,81,78.14
P0013,2026-07-15,79,80.14
P0013,2026-07-16,73,81.29
P0013,2026-07-17,77,81.43
P0013,2026-07-18,90,81.14
P0013,2026-07-19,74,78.0
P0013,2026-07-20,58,76.0
P0013,2026-07-21,61,73.14
P0013,2026-07-22,58,70.14
P0013,2026-07-23,73,70.14
P0013,2026-07-24,101,73.57
P0013,2026-07-25,82,72.43
P0014,2025-07-26,89,89.0
P0014,2025-07-27,79,84.0
P0014,2025-07-28,49,72.33
P0014,2025-07-29,64,70.25
P0014,2025-07-30,52,66.6
P0014,2025-07-31,60,65.5
P0014,2025-08-01,65,65.43
P0014,2025-08-02,61,61.43
P0014,2025-08-03,81,61.71
P0014,2025-08-04,45,61.14
P0014,2025-08-05,65,61.29
P0014,2025-08-06,53,61.43
P0014,2025-08-07,59,61.29
P0014,2025-08-08,64,61.14
P0014,2025-08-09,63,61.43
P0014,2025-08-10,73,60.29
P0014,2025-08-11,54,61.57
P0014,2025-08-12,59,60.71
P0014,2025-08-13,52,60.57
P0014,2025-08-14,59,60.57
P0014,2025-08-15,68,61.14
P0014,2025-08-16,73,62.57
P0014,2025-08-17,86,64.43
P0014,2025-08-18,56,64.71
P0014,2025-08-19,57,64.43
P0014,2025-08-20,71,67.14
P0014,2025-08-21,57,66.86
P0014,2025-08-22,67,66.71
P0014,2025-08-23,86,68.57
P0014,2025-08-24,70,66.29
P0014,2025-08-25,41,64.14
P0014,2025-08-26,70,66.0
P0014,2025-08-27,58,64.14
P0014,2025-08-28,80,67.43
P0014,2025-08-29,77,68.86
P0014,2025-08-30,59,65.0
P0014,2025-08-31,86,67.29
P0014,2025-09-01,62,70.29
P0014,2025-09-02,49,67.29
P0014,2025-09-03,61,67.71
P0014,2025-09-04,48,63.14
P0014,2025-09-05,83,64.0
P0014,2025-09-06,67,65.14
P0014,2025-09-07,62,61.71
P0014,2025-09-08,47,59.57
P0014,2025-09-09,63,61.57
P0014,2025-09-10,63,61.86
P0014,2025-09-11,46,61.57
P0014,2025-09-12,73,60.14
P0014,2025-09-13,67,60.14
P0014,2025-09-14,75,62.0
P0014,2025-09-15,61,64.0
P0014,2025-09-16,70,65.0
P0014,2025-09-17,78,67.14
P0014,2025-09-18,55,68.43
P0014,2025-09-19,65,67.29
P0014,2025-09-20,74,68.29
P0014,2025-09-21,73,68.0
P0014,2025-09-22,45,65.71
P0014,2025-09-23,74,66.29
P0014,2025-09-24,61,63.86
P0014,2025-09-25,60,64.57
P0014,2025-09-26,51,62.57
P0014,2025-09-27,75,62.71
P0014,2025-09-28,71,62.43
P0014,2025-09-29,42,62.0
P0014,2025-09-30,51,58.71
P0014,2025-10-01,44,56.29
P0014,2025-10-02,57,55.86
P0014,2025-10-03,65,57.86
P0014,2025-10-04,73,57.57
P0014,2025-10-05,89,60.14
P0014,2025-10-06,54,61.86
P0014,2025-10-07,60,63.14
P0014,2025-10-08,57,65.0
P0014,2025-10-09,50,64.0
P0014,2025-10-10,71,64.86
P0014,2025-10-11,76,65.29
P0014,2025-10-12,77,63.57
P0014,2025-10-13,63,64.86
P0014,2025-10-14,67,65.86
P0014,2025-10-15,59,66.14
P0014,2025-10-16,53,66.57
P0014,2025-10-17,90,69.29
P0014,2025-10-18,63,67.43
P0014,2025-10-19,66,65.86
P0014,2025-10-20,53,64.43
P0014,2025-10-21,51,62.14
P0014,2025-10-22,66,63.14
P0014,2025-10-23,55,63.43
P0014,2025-10-24,71,60.71
P0014,2025-10-25,73,62.14
P0014,2025-10-26,77,63.71
P0014,2025-10-27,53,63.71
P0014,2025-10-28,65,65.71
P0014,2025-10-29,61,65.0
P0014,2025-10-30,56,65.14
P0014,2025-10-31,75,65.71
P0014,2025-11-01,89,68.0
P0014,2025-11-02,97,70.86
P0014,2025-11-03,75,74.0
P0014,2025-11-04,100,79.0
P0014,2025-11-05,86,82.57
P0014,2025-11-06,80,86.0
P0014,2025-11-07,93,88.57
P0014,2025-11-08,82,87.57
P0014,2025-11-09,62,82.57
P0014,2025-11-10,58,80.14
P0014,2025-11-11,58,74.14
P0014,2025-11-12,69,71.71
P0014,2025-11-13,84,72.29
P0014,2025-11-14,93,72.29
P0014,2025-11-15,96,74.29
P0014,2025-11-16,73,75.86
P0014,2025-11-17,58,75.86
P0014,2025-11-18,67,77.14
P0014,2025-11-19,85,79.43
P0014,2025-11-20,76,78.29
P0014,2025-11-21,90,77.86
P0014,2025-11-22,79,75.43
P0014,2025-11-23,63,74.0
P0014,2025-11-24,70,75.71
P0014,2025-11-25,51,73.43
P0014,2025-11-26,69,71.14
P0014,2025-11-27,77,71.29
P0014,2025-11-28,74,69.0
P0014,2025-11-29,110,73.43
P0014,2025-11-30,69,74.29
P0014,2025-12-01,47,71.0
P0014,2025-12-02,54,71.43
P0014,2025-12-03,44,67.86
P0014,2025-12-04,93,70.14
P0014,2025-12-05,124,77.29
P0014,2025-12-06,108,77.0
P0014,2025-12-07,97,81.0
P0014,2025-12-08,59,82.71
P0014,2025-12-09,35,80.0
P0014,2025-12-10,36,78.86
P0014,2025-12-11,49,72.57
P0014,2025-12-12,76,65.71
P0014,2025-12-13,79,61.57
P0014,2025-12-14,101,62.14
P0014,2025-12-15,71,63.86
P0014,2025-12-16,72,69.14
P0014,2025-12-17,57,72.14
P0014,2025-12-18,51,72.43
P0014,2025-12-19,112,77.57
P0014,2025-12-20,113,82.43
P0014,2025-12-21,88,80.57
P0014,2025-12-22,74,81.0
P0014,2025-12-23,70,80.71
P0014,2025-12-24,73,83.0
P0014,2025-12-25,60,84.29
P0014,2025-12-26,72,78.57
P0014,2025-12-27,81,74.0
P0014,2025-12-28,80,72.86
P0014,2025-12-29,60,70.86
P0014,2025-12-30,50,68.0
P0014,2025-12-31,56,65.57
P0014,2026-01-01,25,60.57
P0014,2026-01-02,37,55.57
P0014,2026-01-03,48,50.86
P0014,2026-01-04,51,46.71
P0014,2026-01-05,64,47.29
P0014,2026-01-06,56,48.14
P0014,2026-01-07,42,46.14
P0014,2026-01-08,34,47.43
P0014,2026-01-09,53,49.71
P0014,2026-01-10,51,50.14
P0014,2026-01-11,65,52.14
P0014,2026-01-12,41,48.86
P0014,2026-01-13,40,46.57
P0014,2026-01-14,63,49.57
P0014,2026-01-15,53,52.29
P0014,2026-01-16,50,51.86
P0014,2026-01-17,60,53.14
P0014,2026-01-18,56,51.86
P0014,2026-01-19,52,53.43
P0014,2026-01-20,40,53.43
P0014,2026-01-21,48,51.29
P0014,2026-01-22,56,51.71
P0014,2026-01-23,63,53.57
P0014,2026-01-24,57,53.14
P0014,2026-01-25,70,55.14
P0014,2026-01-26,45,54.14
P0014,2026-01-27,64,57.57
P0014,2026-01-28,38,56.14
P0014,2026-01-29,45,54.57
P0014,2026-01-30,66,55.0
P0014,2026-01-31,52,54.29
P0014,2026-02-01,68,54.0
P0014,2026-02-02,44,53.86
P0014,2026-02-03,50,51.86
P0014,2026-02-04,46,53.0
P0014,2026-02-05,55,54.43
P0014,2026-02-06,68,54.71
P0014,2026-02-07,62,56.14
P0014,2026-02-08,52,53.86
P0014,2026-02-09,54,55.29
P0014,2026-02-10,57,56.29
P0014,2026-02-11,37,55.0
P0014,2026-02-12,59,55.57
P0014,2026-02-13,55,53.71
P0014,2026-02-14,53,52.43
P0014,2026-02-15,57,53.14
P0014,2026-02-16,37,50.71
P0014,2026-02-17,41,48.43
P0014,2026-02-18,48,50.0
P0014,2026-02-19,49,48.57
P0014,2026-02-20,63,49.71
P0014,2026-02-21,54,49.86
P0014,2026-02-22,54,49.43
P0014,2026-02-23,64,53.29
P0014,2026-02-24,37,52.71
P0014,2026-02-25,35,50.86
P0014,2026-02-26,34,48.71
P0014,2026-02-27,60,48.29
P0014,2026-02-28,59,49.0
P0014,2026-03-01,70,51.29
P0014,2026-03-02,52,49.57
P0014,2026-03-03,59,52.71
P0014,2026-03-04,46,54.29
P0014,2026-03-05,54,57.14
P0014,2026-03-06,86,60.86
P0014,2026-03-07,69,62.29
P0014,2026-03-08,64,61.43
P0014,2026-03-09,54,61.71
P0014,2026-03-10,53,60.86
P0014,2026-03-11,60,62.86
P0014,2026-03-12,51,62.43
P0014,2026-03-13,71,60.29
P0014,2026-03-14,88,63.0
P0014,2026-03-15,67,63.43
P0014,2026-03-16,58,64.0
P0014,2026-03-17,60,65.0
P0014,2026-03-18,46,63.0
P0014,2026-03-19,57,63.86
P0014,2026-03-20,77,64.71
P0014,2026-03-21,54,59.86
P0014,2026-03-22,82,62.0
P0014,2026-03-23,61,62.43
P0014,2026-03-24,60,62.43
P0014,2026-03-25,75,66.57
P0014,2026-03-26,51,65.71
P0014,2026-03-27,89,67.43
P0014,2026-03-28,87,72.14
P0014,2026-03-29,66,69.86
P0014,2026-03-30,43,67.29
P0014,2026-03-31,47,65.43
P0014,2026-04-01,68,64.43
P0014,2026-04-02,53,64.71
P0014,2026-04-03,59,60.43
P0014,2026-04-04,67,57.57
P0014,2026-04-05,66,57.57
P0014,2026-04-06,74,62.0
P0014,2026-04-07,42,61.29
P0014,2026-04-08,65,60.86
P0014,2026-04-09,46,59.86
P0014,2026-04-10,65,60.71
P0014,2026-04-11,74,61.71
P0014,2026-04-12,60,60.86
P0014,2026-04-13,62,59.14
P0014,2026-04-14,64,62.29
P0014,2026-04-15,57,61.14
P0014,2026-04-16,53,62.14
P0014,2026-04-17,68,62.57
P0014,2026-04-18,74,62.57
P0014,2026-04-19,63,63.0
P0014,2026-04-20,55,62.0
P0014,2026-04-21,48,59.71
P0014,2026-04-22,45,58.0
P0014,2026-04-23,60,59.0
P0014,2026-04-24,80,60.71
P0014,2026-04-25,63,59.14
P0014,2026-04-26,65,59.43
P0014,2026-04-27,55,59.43
P0014,2026-04-28,50,59.71
P0014,2026-04-29,70,63.29
P0014,2026-04-30,53,62.29
P0014,2026-05-01,68,60.57
P0014,2026-05-02,67,61.14
P0014,2026-05-03,70,61.86
P0014,2026-05-04,64,63.14
P0014,2026-05-05,55,63.86
P0014,2026-05-06,54,61.57
P0014,2026-05-07,60,62.57
P0014,2026-05-08,87,65.29
P0014,2026-05-09,88,68.29
P0014,2026-05-10,62,67.14
P0014,2026-05-11,54,65.71
P0014,2026-05-12,50,65.0
P0014,2026-05-13,60,65.86
P0014,2026-05-14,45,63.71
P0014,2026-05-15,70,61.29
P0014,2026-05-16,67,58.29
P0014,2026-05-17,65,58.71
P0014,2026-05-18,65,60.29
P0014,2026-05-19,43,59.29
P0014,2026-05-20,73,61.14
P0014,2026-05-21,63,63.71
P0014,2026-05-22,71,63.86
P0014,2026-05-23,77,65.29
P0014,2026-05-24,78,67.14
P0014,2026-05-25,50,65.0
P0014,2026-05-26,56,66.86
P0014,2026-05-27,64,65.57
P0014,2026-05-28,64,65.71
P0014,2026-05-29,58,63.86
P0014,2026-05-30,79,64.14
P0014,2026-05-31,84,65.0
P0014,2026-06-01,55,65.71
P0014,2026-06-02,50,64.86
P0014,2026-06-03,53,63.29
P0014,2026-06-04,61,62.86
P0014,2026-06-05,60,63.14
P0014,2026-06-06,71,62.0
P0014,2026-06-07,77,61.0
P0014,2026-06-08,49,60.14
P0014,2026-06-09,73,63.43
P0014,2026-06-10,46,62.43
P0014,2026-06-11,64,62.86
P0014,2026-06-12,67,63.86
P0014,2026-06-13,63,62.71
P0014,2026-06-14,69,61.57
P0014,2026-06-15,58,62.86
P0014,2026-06-16,42,58.43
P0014,2026-06-17,51,59.14
P0014,2026-06-18,67,59.57
P0014,2026-06-19,60,58.57
P0014,2026-06-20,75,60.29
P0014,2026-06-21,65,59.71
P0014,2026-06-22,64,60.57
P0014,2026-06-23,61,63.29
P0014,2026-06-24,68,65.71
P0014,2026-06-25,53,63.71
P0014,2026-06-26,63,64.14
P0014,2026-06-27,72,63.71
P0014,2026-06-28,82,66.14
P0014,2026-06-29,62,65.86
P0014,2026-06-30,68,66.86
P0014,2026-07-01,53,64.71
P0014,2026-07-02,52,64.57
P0014,2026-07-03,58,63.86
P0014,2026-07-04,68,63.29
P0014,2026-07-05,66,61.0
P0014,2026-07-06,59,60.57
P0014,2026-07-07,52,58.29
P0014,2026-07-08,71,60.86
P0014,2026-07-09,53,61.0
P0014,2026-07-10,62,61.57
P0014,2026-07-11,81,63.43
P0014,2026-07-12,71,64.14
P0014,2026-07-13,59,64.14
P0014,2026-07-14,60,65.29
P0014,2026-07-15,69,65.0
P0014,2026-07-16,65,66.71
P0014,2026-07-17,71,68.0
P0014,2026-07-18,73,66.86
P0014,2026-07-19,93,70.0
P0014,2026-07-20,61,70.29
P0014,2026-07-21,60,70.29
P0014,2026-07-22,62,69.29
P0014,2026-07-23,67,69.57
P0014,2026-07-24,69,69.29
P0014,2026-07-25,61,67.57
P0015,2025-07-26,80,80.0
P0015,2025-07-27,77,78.5
P0015,2025-07-28,69,75.33
P0015,2025-07-29,62,72.0
P0015,2025-07-30,60,69.6
P0015,2025-07-31,61,68.17
P0015,2025-08-01,79,69.71
P0015,2025-08-02,96,72.0
P0015,2025-08-03,99,75.14
P0015,2025-08-04,54,73.0
P0015,2025-08-05,64,73.29
P0015,2025-08-06,67,74.29
P0015,2025-08-07,66,75.0
P0015,2025-08-08,72,74.0
P0015,2025-08-09,78,71.43
P0015,2025-08-10,77,68.29
P0015,2025-08-11,81,72.14
P0015,2025-08-12,72,73.29
P0015,2025-08-13,56,71.71
P0015,2025-08-14,66,71.71
P0015,2025-08-15,97,75.29
P0015,2025-08-16,85,76.29
P0015,2025-08-17,86,77.57
P0015,2025-08-18,66,75.43
P0015,2025-08-19,51,72.43
P0015,2025-08-20,43,70.57
P0015,2025-08-21,69,71.0
P0015,2025-08-22,85,69.29
P0015,2025-08-23,82,68.86
P0015,2025-08-24,69,66.43
P0015,2025-08-25,68,66.71
P0015,2025-08-26,64,68.57
P0015,2025-08-27,65,71.71
P0015,2025-08-28,58,70.14
P0015,2025-08-29,69,67.86
P0015,2025-08-30,72,66.43
P0015,2025-08-31,70,66.57
P0015,2025-09-01,51,64.14
P0015,2025-09-02,66,64.43
P0015,2025-09-03,67,64.71
P0015,2025-09-04,68,66.14
P0015,2025-09-05,87,68.71
P0015,2025-09-06,71,68.57
P0015,2025-09-07,86,70.86
P0015,2025-09-08,61,72.29
P0015,2025-09-09,54,70.57
P0015,2025-09-10,61,69.71
P0015,2025-09-11,47,66.71
P0015,2025-09-12,70,64.29
P0015,2025-09-13,77,65.14
P0015,2025-09-14,88,65.43
P0015,2025-09-15,60,65.29
P0015,2025-09-16,59,66.0
P0015,2025-09-17,67,66.86
P0015,2025-09-18,70,70.14
P0015,2025-09-19,75,70.86
P0015,2025-09-20,75,70.57
P0015,2025-09-21,74,68.57
P0015,2025-09-22,71,70.14
P0015,2025-09-23,80,73.14
P0015,2025-09-24,58,71.86
P0015,2025-09-25,75,72.57
P0015,2025-09-26,88,74.43
P0015,2025-09-27,88,76.29
P0015,2025-09-28,99,79.86
P0015,2025-09-29,49,76.71
P0015,2025-09-30,65,74.57
P0015,2025-10-01,74,76.86
P0015,2025-10-02,66,75.57
P0015,2025-10-03,85,75.14
P0015,2025-10-04,90,75.43
P0015,2025-10-05,82,73.0
P0015,2025-10-06,71,76.14
P0015,2025-10-07,82,78.57
P0015,2025-10-08,79,79.29
P0015,2025-10-09,65,79.14
P0015,2025-10-10,78,78.14
P0015,2025-10-11,80,76.71
P0015,2025-10-12,75,75.71
P0015,2025-10-13,48,72.43
P0015,2025-10-14,66,70.14
P0015,2025-10-15,62,67.71
P0015,2025-10-16,77,69.43
P0015,2025-10-17,84,70.29
P0015,2025-10-18,76,69.71
P0015,2025-10-19,72,69.29
P0015,2025-10-20,61,71.14
P0015,2025-10-21,71,71.86
P0015,2025-10-22,73,73.43
P0015,2025-10-23,65,71.71
P0015,2025-10-24,78,70.86
P0015,2025-10-25,91,73.0
P0015,2025-10-26,81,74.29
P0015,2025-10-27,78,76.71
P0015,2025-10-28,63,75.57
P0015,2025-10-29,55,73.0
P0015,2025-10-30,80,75.14
P0015,2025-10-31,89,76.71
P0015,2025-11-01,143,84.14
P0015,2025-11-02,136,92.0
P0015,2025-11-03,103,95.57
P0015,2025-11-04,103,101.29
P0015,2025-11-05,104,108.29
P0015,2025-11-06,109,112.43
P0015,2025-11-07,138,119.43
P0015,2025-11-08,131,117.71
P0015,2025-11-09,130,116.86
P0015,2025-11-10,104,117.0
P0015,2025-11-11,92,115.43
P0015,2025-11-12,107,115.86
P0015,2025-11-13,111,116.14
P0015,2025-11-14,132,115.29
P0015,2025-11-15,122,114.0
P0015,2025-11-16,104,110.29
P0015,2025-11-17,96,109.14
P0015,2025-11-18,100,110.29
P0015,2025-11-19,83,106.86
P0015,2025-11-20,111,106.86
P0015,2025-11-21,141,108.14
P0015,2025-11-22,112,106.71
P0015,2025-11-23,107,107.14
P0015,2025-11-24,119,110.43
P0015,2025-11-25,103,110.86
P0015,2025-11-26,96,112.71
P0015,2025-11-27,104,111.71
P0015,2025-11-28,130,110.14
P0015,2025-11-29,148,115.29
P0015,2025-11-30,126,118.0
P0015,2025-12-01,115,117.43
P0015,2025-12-02,116,119.29
P0015,2025-12-03,95,119.14
P0015,2025-12-04,93,117.57
P0015,2025-12-05,115,115.43
